running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_3
---------------------------------
| rollout/           |          |
|    clip_range           | 0.4        |
|    entropy_loss         | -14.8      |
|    explained_variance   | 0.972      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.18e+03   |
|    n_updates            | 640        |
|    policy_gradient_loss | -0.081     |
|    std                  | 0.368      |
|    value_loss           | 857        |
----------------------------------------
----------------------------------------
| reward                  | -2.12      |
| reward_contact          | -0.0471    |
| reward_ctrl             | 4.23e-05   |
| reward_motion           | 8.63e-07   |
| reward_position         | 0.000129   |
| reward_torque           | -2.84      |
| reward_velocity         | 0.766      |
| rollout/                |            |
|    ep_len_mean          | 1.02e+03   |
|    ep_rew_mean          | 735        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 34         |
|    time_elapsed         | 171        |
|    total_timesteps      | 34816      |
| train/                  |            |
|    approx_kl            | 0.05076515 |
|    clip_fraction        | 0.121      |
|    clip_range           | 0.4        |
|    entropy_loss         | -14.6      |
|    explained_variance   | 0.97       |
|    learning_rate        | 0.0003     |
|    loss                 | 129        |
|    n_updates            | 660        |
|    policy_gradient_loss | -0.0651    |
|    std                  | 0.367      |
|    value_loss           | 843        |
----------------------------------------
-----------------------------------------
| reward                  | -2.1        |
| reward_contact          | -0.0472     |
| reward_ctrl             | 4.14e-05    |
| reward_motion           | 8.46e-07    |
| reward_position         | 0.000127    |
| reward_torque           | -2.82       |
| reward_velocity         | 0.766       |
| rollout/                |             |
|    ep_len_mean          | 1.02e+03    |
|    ep_rew_mean          | 720         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 35          |
|    time_elapsed         | 177         |
|    total_timesteps      | 35840       |
| train/                  |             |
|    approx_kl            | 0.095722534 |
|    clip_fraction        | 0.257       |
|    clip_range           | 0.4         |
|    entropy_loss         | -16.2       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 565         |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.0874     |
|    std                  | 0.367       |
|    value_loss           | 699         |
-----------------------------------------
Num timesteps: 36000
Best mean reward: 791.71 - Last mean reward per episode: 720.11
-----------------------------------------
| reward                  | -2.12       |
| reward_contact          | -0.0471     |
| reward_ctrl             | 4.06e-05    |
| reward_motion           | 8.34e-07    |
| reward_position         | 0.000125    |
| reward_torque           | -2.84       |
| reward_velocity         | 0.766       |
| rollout/                |             |
|    ep_len_mean          | 1.02e+03    |
|    ep_rew_mean          | 709         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 36          |
|    time_elapsed         | 182         |
|    total_timesteps      | 36864       |
| train/                  |             |
|    approx_kl            | 0.056049634 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.4         |
|    entropy_loss         | -18.2       |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 105         |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.0406     |
|    std                  | 0.367       |
|    value_loss           | 864         |
-----------------------------------------
-----------------------------------------
| reward                  | -2.09       |
| reward_contact          | -0.0472     |
| reward_ctrl             | 4e-05       |
| reward_motion           | 8.26e-07    |
| reward_position         | 0.000124    |
| reward_torque           | -2.81       |
| reward_velocity         | 0.763       |
| rollout/                |             |
|    ep_len_mean          | 1.02e+03    |
|    ep_rew_mean          | 718         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 37          |
|    time_elapsed         | 187         |
|    total_timesteps      | 37888       |
| train/                  |             |
|    approx_kl            | 0.044259906 |
|    clip_fraction        | 0.0995      |
|    clip_range           | 0.4         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 88.2        |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.0577     |
|    std                  | 0.367       |
|    value_loss           | 972         |
-----------------------------------------
----------------------------------------
| reward                  | -2.09      |
| reward_contact          | -0.0471    |
| reward_ctrl             | 4.33e-05   |
| reward_motion           | 8.9e-07    |
| reward_position         | 0.000133   |
| reward_torque           | -2.81      |
| reward_velocity         | 0.766      |
| rollout/                |            |
|    ep_len_mean          | 1.02e+03   |
|    ep_rew_mean          | 719        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 38         |
|    time_elapsed         | 192        |
|    total_timesteps      | 38912      |
| train/                  |            |
